text,happiness,surprise,disgust,anger,neutral
i feel like it would be too clever and get into a ton of things all the time,1,0,0,0,0
i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,1,0,0,0,0
i feel agitated and the result is not pleasant the opposite of calm and peaceful,0,0,0,1,0
i feel so honored that students come to my classes,1,0,0,0,0
i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,1,0,0,0,0
i feel very rich very blessed very joyful,1,0,0,0,0
i truly feel but its somehow not enough for me to hate him or to get mad,0,0,0,1,0
i want to enter in defiance but coming from a different culture i feel offended that i am not allowed,0,0,0,1,0
i was feeling rebellious so i ate it,0,0,0,1,0
i do feel agitated restless or on edge quite often,0,0,0,1,0
im feeling rather pleased with myself tonight because i did that,1,0,0,0,0
i feel like i should have actively hated every single second rather than just borne it all,0,0,1,1,0
i feel a violent tug at my eye socket,0,0,0,1,0
i feel so carefree nowwwwww,1,0,0,0,0
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,0,0,0,1,0
i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,1,0,0,0,0
i was tempted to feel a little bitter but then i saw this,0,0,0,1,0
i feel about strange brew,0,1,0,0,0
i want to have a job where i am permanent and where i feel like i am valued,1,0,0,0,0
i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,1,0,0,0,0
i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,1,0,0,0,0
i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,1,0,0,0,0
i really am feeling horribly irritable and a little bit depressed,0,0,0,1,0
i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,1,0,0,0,0
i feel more confident about this team right now than i did four hours ago,1,0,0,0,0
i feel have a fabulous birding weekend everyone,1,0,0,0,0
im feeling rushed and like i should have planned certain things this summer that i can no longer do,0,0,0,1,0
i feel that cold breeze,0,0,0,1,0
i try to breathe in when i feel frustrated and breathe out the calm that i desire,0,0,0,1,0
i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,1,0,0,0,1
i suddenly feel a lot smarter and more talented than i did last night,1,1,0,0,0
i get into what it actually does i feel like everyone should buy it just because it smells amazing,1,0,0,0,0
i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,1,0,0,0,0
i feel heartless now feeling bored and not believe in love anymore,0,0,0,1,0
i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,0,0,0,1,0
i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,1,0,0,0,0
i feel like i captured all his sweet looks,1,0,0,0,0
i feel like i need cute pictures to share,1,0,0,0,0
i feel really angry sometimes because for the love of god havent we been through enough,0,0,0,1,0
i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,1,0,0,0,0
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,1,0,0,0,0
i am feeling really carefree and today was really carefree,1,0,0,0,0
im feeling cranky and horrible,0,0,1,1,0
i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,1,0,0,0,0
i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,1,0,0,0,0
i really feel i was wronged as a patient,0,0,0,1,0
i feel that gulam ali is even more talented than many other classical singers,1,0,0,0,0
i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,1,0,0,0,0
i feel strange with it because it started to be sale,0,1,0,0,0
i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,0,0,1,1,0
i feel like i was a rude ass hole at hookah,0,0,0,1,0
i would feel differently if i believed that the leaders were perfectly truthful,1,0,0,0,0
i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,0,0,0,1,0
i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,1,0,0,0,0
i feel disgusted when need to act cute like the actions of gwiyomi,0,0,1,1,0
i said i feel incredibly thankful on the whole,1,0,0,0,0
i feel inspired and eager to press on when the sun shines,1,0,0,0,0
im just hoping i can walk by then because my thighs are not feeling at all friendly today,1,0,0,0,0
i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,1,0,0,0,0
i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,1,0,0,0,0
im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,0,0,0,1,0
i feel truly impatient that this is taking so long,0,0,0,1,0
i want to say how i want to feel just come out so bitter and angry,0,0,0,1,0
i know what it feels like to face irate customers,0,0,0,1,0
im feeling fine,1,0,0,0,0
im feeling quite pleased this week,1,0,0,0,0
i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,1,0,0,0,0
i am feeling hopeful and looking forward once again,1,0,0,0,0
i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,0,1,0,0,0
i feel so comfortable around him,1,0,0,0,0
i feel privileged having the opportunity to be a part of it all,1,0,0,0,0
i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,0,0,0,1,0
ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,1,0,0,0,0
im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,0,1,0,0,0
i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,1,0,0,0,0
i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,0,1,0,0,0
i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,1,0,0,0,0
i feel that way considering most people are pretending to be the way they are and very very few are being sincere,1,0,0,0,0
i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,1,0,0,0,0
i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,1,0,0,0,0
i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,1,0,0,0,0
i feel like i shouldn t be that amazed with a degree in biology i was blown away,0,1,0,0,0
i feel that something wonderful is going to happen,1,0,0,0,0
im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,1,0,0,0,0
i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,1,0,0,0,0
i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,1,0,0,0,0
i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,1,0,0,0,1
i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,1,0,0,0,0
i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,1,0,0,0,0
i sometimes feel resentful that this has come into our lives at this time,0,0,0,1,0
im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,1,0,0,0,0
i feel very popular and also a little pressure to keep it up which is exactly what i need,1,0,0,0,0
i took a chance and kept crying in hopes she might feel benevolent,1,0,0,0,0
i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,1,0,0,0,1
i feel like i have been really cranky at school these days,0,0,0,1,0
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,1,0,0,0,0
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,1,0,0,0,0
i do not feel like i am hostile toward others just that i fail to be nice to them,0,0,0,1,1
i feel glad to have my little blog to share with you the dangers i see on the path ahead,1,0,0,0,0
i wake up feeling cranky and out of sorts,0,0,0,1,0
i say that i feel like im being tortured by him,0,0,1,1,0
i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,0,0,0,1,0
im feeling a bit cranky today,0,0,0,1,0
i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,0,0,0,1,0
i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,1,0,0,0,0
i feel more joy and anticipation of all that is my divine right,1,0,0,0,0
i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,0,1,0,0,0
i feel thrilled to be able to investigate my own personal mythology around this subject,1,0,0,0,0
i feel creative right now and it makes me happy,1,0,0,0,0
i could wear on a casual shopping trip to feel fabulous without even trying,1,0,0,0,0
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,1,0,0,0,0
i would always feel amazed at how impacted these and year olds were by this subject,0,1,0,0,0
i feel so lucky to live in portland land of delicious food,1,0,0,0,0
i was feeling pretty cranky this morning and stopping in here really made me feel a lot better,0,0,0,1,0
i didnt feel the cold up there because we had a fire every night,0,0,0,1,0
im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,0,0,0,1,0
i folk if im feeling sociable,1,0,0,0,0
i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,1,0,0,0,0
i feel like ive been in a more innocent version of a one night stand,1,0,0,0,0
i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,0,0,0,1,0
i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,0,0,0,1,0
i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,0,0,0,1,0
i feel like ive got a handle on trusting my instincts,1,0,0,0,0
i feel so complacent and start thinking that i am so smart,1,0,0,0,0
i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,0,1,0,0,0
i put my leg around yours and wrap my arms under yours for me to feel safe again,1,0,0,0,0
i am so relieved and excited and i feel confident again,1,0,0,0,0
im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,1,0,0,0,0
i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,0,0,0,1,0
i feel more clever,1,0,0,0,0
i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,1,0,0,0,0
i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,0,1,0,0,0
i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,1,0,0,0,0
i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,0,0,0,1,0
i feel really tranquil where i am right now,1,0,0,0,0
i feel impatient yet i am not fully sure what i am searching for,0,0,0,1,0
i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,1,0,0,0,0
i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,0,0,0,1,0
i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,1,0,0,0,0
i feel fine e terminando com eight days a week um ano depois,1,0,0,0,1
i feel vital full of energy every day and super positive,1,0,0,0,0
i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,0,0,1,1,0
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,1,0,0,0,0
i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,1,0,0,0,0
i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,0,0,0,1,0
i don t feel that talented at impacting how things end up at the moment,1,0,0,0,1
i find myself feeling happy more and more and it feels so very good,1,0,0,0,0
im feeling particularly dangerous a chocolate cookie,0,0,0,1,0
im feeling ok and always has a hand on me or sits very close,1,0,0,0,0
im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,1,0,0,1,0
i feel like an innocent victim i feel that i just can t win,1,0,0,0,0
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,0,0,0,1,0
i feel they are sincere in wanting to resolve these grievances,1,0,0,0,0
i feel bothered,0,0,0,1,0
i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place,1,0,0,0,0
i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,1,0,0,0,0
i love everything that were learning about and feel really passionate about design,1,0,0,0,0
im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,1,0,0,0,1
i was wondering why i was feeling so ecstatic,1,0,0,0,0
i feel just insulted,0,0,1,1,0
when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,0,0,0,1,0
i use an elevated lexicon to feel more intelligent,1,0,0,0,0
i feel wronged by the world,0,0,0,1,0
